date	all	school_shooting	mass_shooting	mass_murder	shooting
2010-01-08	4099042.0	32.0	10.0	24.0	2195.0
2010-01-09	3714149.0	17.0	6.0	14.0	1930.0
2010-01-10	3732566.0	33.0	5.0	14.0	1843.0
2010-01-11	4102563.0	34.0	11.0	26.0	2534.0
2010-01-12	4111538.0	41.0	7.0	28.0	2413.0
2010-01-13	3291184.0	43.0	6.0	21.0	1893.0
2010-01-14	4036188.0	38.0	7.0	18.0	2085.0
2010-01-15	4102694.0	41.0	7.0	15.0	2217.0
2010-01-16	3749448.0	30.0	4.0	16.0	1971.0
2010-01-17	3986144.0	28.0	9.0	20.0	1843.0
2010-01-18	4199029.0	32.0	6.0	18.0	2102.0
2010-01-19	4280542.0	46.0	31.0	22.0	2505.0
2010-01-20	4177920.0	44.0	23.0	14.0	2328.0
2010-01-21	4359775.0	33.0	11.0	22.0	2209.0
2010-01-22	4372210.0	27.0	11.0	21.0	2142.0
2010-01-23	3915448.0	23.0	7.0	15.0	1954.0
2010-01-24	4219397.0	24.0	9.0	22.0	1914.0
2010-01-25	4450798.0	36.0	10.0	15.0	2042.0
2010-01-26	4546384.0	48.0	13.0	34.0	2345.0
2010-01-27	4353738.0	46.0	4.0	22.0	1941.0
2010-01-28	4446830.0	48.0	7.0	16.0	2201.0
2010-01-29	4650450.0	36.0	19.0	22.0	2204.0
2010-01-30	4108874.0	37.0	14.0	9.0	1828.0
2010-01-31	4587017.0	35.0	11.0	10.0	1937.0
2010-02-01	4567413.0	27.0	11.0	24.0	1978.0
2010-02-02	4702184.0	27.0	12.0	17.0	2108.0
2010-02-03	4656745.0	49.0	12.0	16.0	2210.0
2010-02-04	4639897.0	44.0	12.0	13.0	2283.0
2010-02-05	4755340.0	175.0	17.0	14.0	2265.0
2010-02-06	4329941.0	70.0	9.0	13.0	1948.0
2010-02-07	4586949.0	52.0	6.0	18.0	1898.0
2010-02-08	4660146.0	46.0	7.0	21.0	2152.0
2010-02-09	3764884.0	36.0	9.0	14.0	1622.0
2010-02-10	5110174.0	136.0	10.0	18.0	2573.0
2010-02-11	4905635.0	83.0	12.0	15.0	2326.0
2010-02-12	4959285.0	187.0	23.0	22.0	3909.0
2010-02-13	4449990.0	57.0	32.0	20.0	3098.0
2010-02-14	4271937.0	46.0	20.0	18.0	2228.0
2010-02-15	4559276.0	72.0	16.0	15.0	2718.0
2010-02-16	4919066.0	58.0	14.0	21.0	2751.0
2010-02-17	1907678.0	26.0	6.0	10.0	1012.0
2010-02-18	5608373.0	113.0	16.0	26.0	2833.0
2010-02-19	5546046.0	62.0	17.0	20.0	2740.0
2010-02-20	5051190.0	33.0	15.0	28.0	2274.0
2010-02-21	5210789.0	40.0	13.0	27.0	2263.0
2010-02-22	2097938.0	21.0	5.0	16.0	853.0
2010-02-23	3329312.0	364.0	5.0	14.0	2303.0
2010-02-24	5577726.0	381.0	14.0	27.0	3244.0
2010-02-25	5719234.0	93.0	31.0	27.0	2704.0
2010-02-26	5729417.0	131.0	53.0	20.0	2883.0
2010-02-27	5306495.0	47.0	10.0	18.0	2237.0
2010-02-28	5331023.0	31.0	11.0	28.0	2382.0
2010-03-01	5558897.0	47.0	18.0	26.0	2572.0
2010-03-02	5595471.0	83.0	12.0	30.0	2955.0
2010-03-03	5318575.0	74.0	14.0	15.0	2610.0
2010-03-04	5621092.0	64.0	19.0	35.0	3396.0
2010-03-05	5669412.0	77.0	11.0	27.0	3366.0
2010-03-06	5190438.0	53.0	12.0	9.0	2505.0
2010-03-07	5563967.0	42.0	11.0	22.0	2604.0
2010-03-08	5635910.0	62.0	15.0	27.0	2880.0
2010-03-09	5678743.0	56.0	20.0	13.0	3375.0
2010-03-10	5737376.0	70.0	8.0	24.0	2867.0
2010-03-11	5589997.0	63.0	21.0	29.0	2941.0
2010-03-12	5697057.0	76.0	17.0	27.0	2907.0
2010-03-13	5310667.0	36.0	12.0	18.0	2461.0
2010-03-14	4974276.0	49.0	11.0	40.0	2202.0
2010-03-15	5745885.0	46.0	13.0	42.0	2676.0
2010-03-16	5814816.0	57.0	18.0	26.0	2887.0
2010-03-17	5603029.0	54.0	12.0	30.0	2703.0
2010-03-18	5821624.0	52.0	11.0	17.0	3086.0
2010-03-19	5821988.0	47.0	10.0	28.0	3013.0
2010-03-20	5449515.0	54.0	18.0	27.0	2704.0
2010-03-21	5675894.0	60.0	18.0	12.0	2788.0
2010-03-22	5988844.0	64.0	11.0	25.0	2985.0
2010-03-23	6091060.0	38.0	12.0	29.0	3180.0
2010-03-24	6171797.0	82.0	15.0	24.0	2950.0
2010-03-25	6231298.0	92.0	13.0	28.0	3221.0
2010-03-26	5053593.0	47.0	12.0	17.0	2472.0
2010-03-27	149948.0	2.0	0.0	1.0	73.0
2010-03-28	5938684.0	40.0	11.0	19.0	2746.0
2010-03-29	6510378.0	80.0	11.0	30.0	3719.0
2010-03-30	6550294.0	67.0	41.0	26.0	3292.0
2010-03-31	6508530.0	64.0	23.0	21.0	3475.0
2010-04-01	4560794.0	39.0	20.0	11.0	2108.0
2010-04-02	6196111.0	51.0	16.0	25.0	2948.0
2010-04-03	5945016.0	48.0	13.0	19.0	2659.0
2010-04-04	6160711.0	50.0	13.0	19.0	2633.0
2010-04-05	6372452.0	65.0	22.0	18.0	3074.0
2010-04-06	6608299.0	62.0	18.0	26.0	3148.0
2010-04-07	6558060.0	54.0	21.0	28.0	3135.0
2010-04-08	6496587.0	73.0	14.0	32.0	3240.0
2010-04-09	6461032.0	63.0	12.0	35.0	2972.0
2010-04-10	6188350.0	47.0	20.0	27.0	2806.0
2010-04-11	6268017.0	34.0	23.0	22.0	2778.0
2010-04-12	6524411.0	61.0	21.0	27.0	3162.0
2010-04-13	6727467.0	58.0	32.0	18.0	3356.0
2010-04-14	6827638.0	67.0	29.0	44.0	3434.0
2010-04-15	6879544.0	56.0	18.0	22.0	3361.0
2010-04-16	6838569.0	70.0	24.0	25.0	3425.0
2010-04-17	6331300.0	52.0	18.0	23.0	2753.0
2010-04-18	6593064.0	54.0	11.0	34.0	2997.0
2010-04-19	6774982.0	79.0	16.0	26.0	3633.0
2010-04-20	6962473.0	123.0	24.0	23.0	3746.0
2010-04-21	7082650.0	48.0	32.0	27.0	3567.0
2010-04-22	7283366.0	57.0	20.0	25.0	3425.0
2010-04-23	7142086.0	49.0	21.0	22.0	3366.0
2010-04-24	6669947.0	55.0	11.0	28.0	3102.0
2010-04-25	6931326.0	55.0	13.0	14.0	3485.0
2010-04-26	7122036.0	50.0	15.0	23.0	3454.0
2010-04-27	6988156.0	74.0	16.0	48.0	3673.0
2010-04-28	7214656.0	80.0	20.0	27.0	3630.0
2010-04-29	6970996.0	82.0	16.0	21.0	3698.0
2010-04-30	6915654.0	54.0	20.0	29.0	3523.0
2010-05-01	6584487.0	38.0	12.0	20.0	3167.0
2010-05-02	6790727.0	41.0	21.0	14.0	3378.0
2010-05-03	6870252.0	68.0	19.0	27.0	3733.0
2010-05-04	6829649.0	54.0	19.0	24.0	3609.0
2010-05-05	7348372.0	60.0	16.0	27.0	4022.0
2010-05-06	6950265.0	29.0	13.0	23.0	3578.0
2010-05-07	7042667.0	44.0	15.0	18.0	3710.0
2010-05-08	6740831.0	48.0	11.0	12.0	3312.0
2010-05-09	6791809.0	33.0	15.0	7.0	3277.0
2010-05-10	7122394.0	55.0	20.0	25.0	3695.0
2010-05-11	7153719.0	64.0	26.0	44.0	4353.0
2010-05-12	7218594.0	64.0	13.0	27.0	3928.0
2010-05-13	7185494.0	55.0	14.0	29.0	4014.0
2010-05-14	6277651.0	46.0	15.0	22.0	3292.0
2010-05-15	6873858.0	42.0	17.0	24.0	3257.0
2010-05-16	7287457.0	28.0	20.0	16.0	3611.0
2010-05-17	6446703.0	44.0	18.0	18.0	3437.0
2010-05-18	7692796.0	106.0	28.0	27.0	4092.0
2010-05-19	7657094.0	62.0	34.0	23.0	3977.0
2010-05-20	7778890.0	74.0	21.0	15.0	4178.0
2010-05-21	7835446.0	55.0	25.0	38.0	3909.0
2010-05-22	7238810.0	44.0	16.0	27.0	3721.0
2010-05-23	7556692.0	51.0	14.0	27.0	3689.0
2010-05-24	6712753.0	34.0	15.0	14.0	3415.0
2010-05-25	8163666.0	63.0	21.0	30.0	4184.0
2010-05-26	8295742.0	54.0	20.0	25.0	4050.0
2010-05-27	8273329.0	58.0	13.0	34.0	4134.0
2010-05-28	8294199.0	50.0	33.0	25.0	3962.0
2010-05-29	7626763.0	50.0	13.0	15.0	3567.0
2010-05-30	7692619.0	40.0	15.0	26.0	3317.0
2010-05-31	8154818.0	43.0	14.0	45.0	3737.0
2010-06-01	8556248.0	49.0	22.0	25.0	4213.0
2010-06-02	8670448.0	136.0	109.0	54.0	5925.0
2010-06-03	8766912.0	55.0	54.0	52.0	5006.0
2010-06-04	8650500.0	63.0	36.0	39.0	4490.0
2010-06-05	7931721.0	33.0	49.0	23.0	3462.0
2010-06-06	8425837.0	54.0	24.0	44.0	4371.0
2010-06-07	8893035.0	54.0	32.0	56.0	4286.0
2010-06-08	8833608.0	64.0	18.0	156.0	4364.0
2010-06-09	7970131.0	42.0	29.0	71.0	4004.0
2010-06-10	9082233.0	87.0	23.0	59.0	4484.0
2010-06-11	8795157.0	61.0	24.0	48.0	3860.0
2010-06-12	8434681.0	43.0	12.0	28.0	3797.0
2010-06-13	8299812.0	32.0	19.0	22.0	3980.0
2010-06-14	9030533.0	57.0	10.0	24.0	4166.0
2010-06-15	9722916.0	75.0	33.0	38.0	4866.0
2010-06-16	9394246.0	50.0	41.0	23.0	4387.0
2010-06-17	9419818.0	57.0	23.0	29.0	5334.0
2010-06-18	9076541.0	58.0	13.0	35.0	4286.0
2010-06-19	8380958.0	36.0	20.0	26.0	3758.0
2010-06-20	8817902.0	59.0	13.0	28.0	3275.0
2010-06-21	9138855.0	56.0	15.0	25.0	4209.0
2010-06-22	9056772.0	50.0	26.0	44.0	4175.0
2010-06-23	9204618.0	57.0	24.0	62.0	4248.0
2010-06-24	9954491.0	48.0	21.0	29.0	4584.0
2010-06-25	9413723.0	64.0	17.0	26.0	4210.0
2010-06-26	8542521.0	28.0	20.0	21.0	3595.0
2010-06-27	9864486.0	34.0	20.0	27.0	4291.0
2010-06-28	9500028.0	48.0	21.0	25.0	4433.0
2010-06-29	9763977.0	52.0	33.0	19.0	4798.0
2010-06-30	9297319.0	58.0	28.0	22.0	4545.0
2010-07-01	9238478.0	44.0	16.0	25.0	4577.0
2010-07-02	9354407.0	41.0	18.0	41.0	4561.0
2010-07-03	8621403.0	45.0	19.0	32.0	4051.0
2010-07-04	8104857.0	41.0	17.0	28.0	4071.0
2010-07-05	9007185.0	44.0	29.0	20.0	4387.0
2010-07-06	9511838.0	49.0	34.0	38.0	4634.0
2010-07-07	9801407.0	46.0	26.0	27.0	4817.0
2010-07-08	9719718.0	65.0	35.0	26.0	5786.0
2010-07-09	9660764.0	47.0	26.0	26.0	5351.0
2010-07-10	8650059.0	41.0	13.0	32.0	4620.0
2010-07-11	9653508.0	27.0	21.0	35.0	4165.0
2010-07-12	9633522.0	153.0	38.0	40.0	5328.0
2010-07-13	9886332.0	57.0	40.0	38.0	5913.0
2010-07-14	9777467.0	46.0	24.0	27.0	5066.0
2010-07-15	3278337.0	20.0	5.0	11.0	1624.0
2010-07-16	3287192.0	14.0	13.0	12.0	1566.0
2010-07-17	2903157.0	14.0	7.0	5.0	1463.0
2010-07-18	2928373.0	19.0	8.0	9.0	1445.0
2010-07-19	3091535.0	13.0	8.0	9.0	1571.0
2010-07-20	3228562.0	13.0	6.0	11.0	1622.0
2010-07-21	3324656.0	11.0	19.0	16.0	1593.0
2010-07-22	3277278.0	10.0	5.0	11.0	1571.0
2010-07-23	3264070.0	14.0	13.0	7.0	1440.0
2010-07-24	2972764.0	10.0	11.0	7.0	1330.0
2010-07-25	2998602.0	21.0	7.0	8.0	1250.0
2010-07-26	3283373.0	16.0	7.0	22.0	1482.0
2010-07-27	3319388.0	14.0	7.0	12.0	1698.0
2010-07-28	3383409.0	14.0	7.0	18.0	1784.0
2010-07-29	3327094.0	19.0	9.0	11.0	1642.0
2010-07-30	3304364.0	14.0	9.0	14.0	1697.0
2010-07-31	3018749.0	15.0	11.0	9.0	1478.0
2010-08-01	2826778.0	15.0	12.0	7.0	1398.0
2010-08-02	3223265.0	13.0	19.0	8.0	1508.0
2010-08-03	3282664.0	24.0	15.0	21.0	1984.0
2010-08-04	3299202.0	18.0	15.0	19.0	1714.0
2010-08-05	3155321.0	14.0	10.0	14.0	1495.0
2010-08-06	3375747.0	13.0	6.0	6.0	1701.0
2010-08-07	3062270.0	12.0	11.0	6.0	1530.0
2010-08-08	3093898.0	7.0	7.0	7.0	1498.0
2010-08-09	3373682.0	32.0	9.0	6.0	1685.0
2010-08-10	3532041.0	16.0	4.0	12.0	1641.0
2010-08-11	3574572.0	22.0	16.0	14.0	1736.0
2010-08-12	3519306.0	32.0	18.0	16.0	2903.0
2010-08-13	3509600.0	32.0	10.0	14.0	2252.0
2010-08-14	3217122.0	15.0	5.0	8.0	1963.0
2010-08-15	3274879.0	18.0	9.0	14.0	1716.0
2010-08-16	3389994.0	16.0	9.0	13.0	1600.0
2010-08-17	3483536.0	36.0	10.0	11.0	1859.0
2010-08-18	3437536.0	24.0	5.0	16.0	1673.0
2010-08-19	3462256.0	18.0	6.0	11.0	1673.0
2010-08-20	3405948.0	18.0	7.0	17.0	1653.0
2010-08-21	3231158.0	17.0	6.0	12.0	1546.0
2010-08-22	3288474.0	23.0	15.0	13.0	1686.0
2010-08-23	3425651.0	28.0	12.0	9.0	1662.0
2010-08-24	3485811.0	19.0	7.0	21.0	1584.0
2010-08-25	3486803.0	22.0	18.0	8.0	1710.0
2010-08-26	3532809.0	21.0	13.0	6.0	1704.0
2010-08-27	3509697.0	37.0	10.0	11.0	1726.0
2010-08-28	3344010.0	16.0	9.0	4.0	1513.0
2010-08-29	3420989.0	14.0	3.0	11.0	1525.0
2010-08-30	3594746.0	46.0	15.0	12.0	1717.0
2010-08-31	3653007.0	22.0	11.0	7.0	1719.0
2010-09-01	6152312.0	57.0	18.0	18.0	3030.0
2010-09-02	5886320.0	36.0	20.0	27.0	2585.0
2010-09-03	7132863.0	37.0	13.0	20.0	2917.0
2010-09-04	6618324.0	27.0	16.0	26.0	2764.0
2010-09-05	6748968.0	23.0	20.0	28.0	3012.0
2010-09-06	7372595.0	27.0	19.0	20.0	3122.0
2010-09-07	7607876.0	70.0	19.0	24.0	3668.0
2010-09-08	7579476.0	44.0	29.0	18.0	3494.0
2010-09-09	7672762.0	52.0	28.0	13.0	3223.0
2010-09-10	6706748.0	37.0	13.0	19.0	2919.0
2010-09-11	7029805.0	33.0	39.0	33.0	3116.0
2010-09-12	7866018.0	51.0	17.0	35.0	3483.0
2010-09-13	7342413.0	44.0	18.0	23.0	3028.0
2010-09-14	7381535.0	54.0	15.0	16.0	3168.0
2010-09-15	7613898.0	72.0	16.0	14.0	3239.0
2010-09-16	7642981.0	60.0	8.0	22.0	4088.0
2010-09-17	7391205.0	47.0	10.0	18.0	3427.0
2010-09-18	6916843.0	39.0	12.0	22.0	3222.0
2010-09-19	7218536.0	71.0	13.0	22.0	3540.0
2010-09-20	7535881.0	64.0	25.0	14.0	3669.0
2010-09-21	7284570.0	66.0	12.0	18.0	3323.0
2010-09-22	7456632.0	73.0	52.0	14.0	3258.0
2010-09-23	7823349.0	47.0	20.0	29.0	3563.0
2010-09-24	7699453.0	40.0	14.0	17.0	3615.0
2010-09-25	7303047.0	22.0	14.0	14.0	3056.0
2010-09-26	7069926.0	19.0	13.0	13.0	2963.0
2010-09-27	7716850.0	38.0	13.0	17.0	3226.0
2010-09-28	7045000.0	197.0	36.0	24.0	5234.0
2010-09-29	7000473.0	48.0	7.0	30.0	3295.0
2010-09-30	7118014.0	66.0	17.0	19.0	3197.0
2010-10-01	6925540.0	51.0	11.0	22.0	3029.0
2010-10-02	7316355.0	31.0	7.0	20.0	3103.0
2010-10-03	7839579.0	37.0	11.0	19.0	3120.0
2010-10-04	6919684.0	35.0	16.0	13.0	3291.0
2010-10-05	6649889.0	28.0	4.0	25.0	3183.0
2010-10-06	5615512.0	28.0	15.0	24.0	2624.0
2010-10-07	6940331.0	33.0	17.0	17.0	3192.0
2010-10-08	7824883.0	120.0	18.0	36.0	3703.0
2010-10-09	7170417.0	106.0	10.0	29.0	3189.0
2010-10-10	7006972.0	36.0	17.0	22.0	2974.0
2010-10-11	7203244.0	79.0	15.0	111.0	3117.0
2010-10-12	7125405.0	39.0	23.0	13.0	3457.0
2010-10-13	6529081.0	52.0	12.0	17.0	3227.0
2010-10-14	7414848.0	53.0	18.0	12.0	3433.0
2010-10-15	6857065.0	31.0	11.0	20.0	2966.0
2010-10-16	7110426.0	38.0	8.0	11.0	3134.0
2010-10-17	6781922.0	45.0	6.0	12.0	2735.0
2010-10-18	6343265.0	40.0	5.0	18.0	2895.0
2010-10-19	6117588.0	30.0	15.0	10.0	2881.0
2010-10-20	6251890.0	48.0	22.0	17.0	2741.0
2010-10-21	5957988.0	43.0	15.0	14.0	2710.0
2010-10-22	5782098.0	35.0	11.0	13.0	2377.0
2010-10-23	6948849.0	27.0	8.0	13.0	2853.0
2010-10-24	5513041.0	27.0	12.0	3.0	2308.0
2010-10-25	5919174.0	37.0	8.0	14.0	2729.0
2010-10-26	6886124.0	45.0	21.0	10.0	3371.0
2010-10-27	6053228.0	54.0	12.0	23.0	2742.0
2010-10-28	6958816.0	49.0	20.0	24.0	3109.0
2010-10-29	6997539.0	35.0	15.0	27.0	3149.0
2010-10-30	6791613.0	28.0	7.0	21.0	2660.0
2010-10-31	5756722.0	28.0	8.0	24.0	2007.0
2010-11-01	5955667.0	37.0	13.0	9.0	2209.0
2010-11-02	7731511.0	107.0	12.0	20.0	2702.0
2010-11-03	7008229.0	32.0	16.0	21.0	2491.0
2010-11-04	6057865.0	35.0	16.0	12.0	2251.0
2010-11-05	5817410.0	31.0	18.0	18.0	2602.0
2010-11-06	6548847.0	29.0	15.0	15.0	2748.0
2010-11-07	6157750.0	33.0	7.0	14.0	2762.0
2010-11-08	4729567.0	19.0	8.0	8.0	2044.0
2010-11-09	5607945.0	29.0	9.0	19.0	2470.0
2010-11-10	5669108.0	59.0	10.0	32.0	2414.0
2010-11-11	5721360.0	37.0	9.0	37.0	2520.0
2010-11-12	6671718.0	57.0	18.0	34.0	2809.0
2010-11-13	7374316.0	34.0	11.0	34.0	2706.0
2010-11-14	6046895.0	34.0	8.0	34.0	2406.0
2010-11-15	5497894.0	29.0	8.0	22.0	2085.0
2010-11-16	5553852.0	31.0	6.0	10.0	2300.0
2010-11-17	5272810.0	41.0	14.0	21.0	2165.0
2010-11-18	6130111.0	48.0	13.0	32.0	2674.0
2010-11-19	7970221.0	59.0	17.0	28.0	3628.0
2010-11-20	7750377.0	28.0	10.0	48.0	3149.0
2010-11-21	7753340.0	43.0	13.0	33.0	3143.0
2010-11-22	8083356.0	54.0	15.0	46.0	3393.0
2010-11-23	8556537.0	72.0	27.0	26.0	3734.0
2010-11-24	7648964.0	55.0	10.0	22.0	3194.0
2010-11-25	8697424.0	48.0	3.0	30.0	3491.0
2010-11-26	8713588.0	43.0	12.0	11.0	3421.0
2010-11-27	8360102.0	51.0	12.0	20.0	3350.0
2010-11-28	7647174.0	39.0	9.0	22.0	2961.0
2010-11-29	6477882.0	37.0	15.0	30.0	2437.0
2010-11-30	6378795.0	51.0	14.0	13.0	2674.0
2010-12-01	7190545.0	58.0	20.0	25.0	3275.0
2010-12-02	6307413.0	34.0	16.0	32.0	2772.0
2010-12-03	6743288.0	51.0	13.0	33.0	2907.0
2010-12-04	6405977.0	30.0	12.0	9.0	2633.0
2010-12-05	5952329.0	19.0	6.0	29.0	2405.0
2010-12-06	5549573.0	36.0	8.0	22.0	2330.0
2010-12-07	9391089.0	88.0	12.0	34.0	4042.0
2010-12-08	9257420.0	53.0	20.0	26.0	3990.0
2010-12-09	9200384.0	71.0	40.0	51.0	4110.0
2010-12-10	9040546.0	44.0	25.0	38.0	3900.0
2010-12-11	8618683.0	48.0	13.0	31.0	3412.0
2010-12-12	8977674.0	80.0	22.0	40.0	3565.0
2010-12-13	9593907.0	94.0	14.0	27.0	4054.0
2010-12-14	9686394.0	111.0	30.0	41.0	4369.0
2010-12-15	9575837.0	685.0	14.0	63.0	4641.0
2010-12-16	9558488.0	226.0	15.0	28.0	4020.0
2010-12-17	9329746.0	133.0	17.0	59.0	3995.0
2010-12-18	8159365.0	55.0	13.0	70.0	3345.0
2010-12-19	8863057.0	43.0	7.0	42.0	3511.0
2010-12-20	9801137.0	58.0	20.0	31.0	3812.0
2010-12-21	9720216.0	60.0	12.0	46.0	4334.0
2010-12-22	9734051.0	57.0	13.0	64.0	3975.0
2010-12-23	9556215.0	75.0	17.0	48.0	3790.0
2010-12-24	9250509.0	46.0	14.0	28.0	3330.0
2010-12-25	7725891.0	42.0	6.0	24.0	2878.0
2010-12-26	8981135.0	50.0	15.0	33.0	3465.0
2010-12-27	9615632.0	74.0	23.0	42.0	3692.0
2010-12-28	9854871.0	94.0	12.0	32.0	3921.0
2010-12-29	10241025.0	61.0	13.0	43.0	4379.0
2010-12-30	10046823.0	31.0	16.0	42.0	4234.0
2010-12-31	10287583.0	66.0	15.0	16.0	4474.0
2011-01-01	8395214.0	47.0	20.0	29.0	3966.0
2011-01-02	9031486.0	42.0	17.0	25.0	3925.0
2011-01-03	9850133.0	68.0	26.0	23.0	4191.0
2011-01-04	10073642.0	62.0	16.0	45.0	4680.0
2011-01-05	10308737.0	609.0	23.0	30.0	5546.0
2011-01-06	10292023.0	309.0	20.0	33.0	4690.0
2011-01-07	10341040.0	96.0	18.0	48.0	4560.0
2011-01-08	9802953.0	466.0	211.0	133.0	16335.0
2011-01-09	9977588.0	238.0	210.0	111.0	13566.0
2011-01-10	10511570.0	224.0	155.0	124.0	11881.0
2011-01-11	10735238.0	128.0	167.0	99.0	9529.0
2011-01-12	10238944.0	124.0	141.0	116.0	8971.0
2011-01-13	10441900.0	85.0	76.0	61.0	6804.0
2011-01-14	10271448.0	95.0	64.0	67.0	6404.0
2011-01-15	9704305.0	84.0	91.0	38.0	6304.0
2011-01-16	10092837.0	65.0	41.0	32.0	5878.0
2011-01-17	10386058.0	74.0	38.0	39.0	5774.0
2011-01-18	10412567.0	821.0	27.0	55.0	6305.0
2011-01-19	10497617.0	449.0	33.0	50.0	6103.0
2011-01-20	10811713.0	208.0	44.0	30.0	5364.0
2011-01-21	10577138.0	97.0	39.0	80.0	4984.0
2011-01-22	10018129.0	61.0	35.0	47.0	4795.0
2011-01-23	10498194.0	73.0	34.0	59.0	5201.0
2011-01-24	10698671.0	80.0	46.0	46.0	6234.0
2011-01-25	11180819.0	91.0	24.0	31.0	5578.0
2011-01-26	10933854.0	84.0	22.0	38.0	4990.0
2011-01-27	11134414.0	68.0	33.0	35.0	5046.0
2011-01-28	10883012.0	221.0	17.0	35.0	5192.0
2011-01-29	10578411.0	57.0	19.0	35.0	5090.0
2011-01-30	10750461.0	47.0	19.0	21.0	4913.0
2011-01-31	10910745.0	65.0	30.0	37.0	4742.0
2011-02-01	11109073.0	74.0	37.0	50.0	4812.0
2011-02-02	11420184.0	174.0	51.0	69.0	5480.0
2011-02-03	11320835.0	82.0	38.0	32.0	5127.0
2011-02-04	11309204.0	79.0	34.0	34.0	4792.0
2011-02-05	10819184.0	88.0	15.0	23.0	4401.0
2011-02-06	11923055.0	110.0	28.0	38.0	5306.0
2011-02-07	10994704.0	63.0	24.0	41.0	5029.0
2011-02-08	11380284.0	77.0	26.0	34.0	5053.0
2011-02-09	11089001.0	75.0	29.0	31.0	5083.0
2011-02-10	11731388.0	101.0	31.0	38.0	5328.0
2011-02-11	11786265.0	74.0	29.0	31.0	4943.0
2011-02-12	11109990.0	68.0	31.0	28.0	4986.0
2011-02-13	12230452.0	73.0	32.0	57.0	5548.0
2011-02-14	11838530.0	101.0	27.0	50.0	5417.0
2011-02-15	11628619.0	104.0	29.0	44.0	5290.0
2011-02-16	11943391.0	117.0	18.0	68.0	5958.0
2011-02-17	12027335.0	92.0	34.0	64.0	5720.0
2011-02-18	12092289.0	73.0	58.0	67.0	5799.0
2011-02-19	11560930.0	94.0	38.0	55.0	6423.0
2011-02-20	12039304.0	105.0	34.0	75.0	5618.0
2011-02-21	12751003.0	85.0	32.0	113.0	6111.0
2011-02-22	12937491.0	103.0	34.0	78.0	6013.0
2011-02-23	12686046.0	139.0	31.0	72.0	5929.0
2011-02-24	12771578.0	158.0	28.0	48.0	6343.0
2011-02-25	13076163.0	111.0	25.0	41.0	6105.0
2011-02-26	10493535.0	71.0	26.0	37.0	4848.0
2011-02-27	11703131.0	70.0	24.0	20.0	5267.0
2011-02-28	11534525.0	86.0	34.0	27.0	5292.0
2011-03-01	11842553.0	88.0	42.0	26.0	5704.0
2011-03-02	11963473.0	87.0	17.0	49.0	6066.0
2011-03-03	11874898.0	115.0	22.0	42.0	5407.0
2011-03-04	12143660.0	64.0	38.0	19.0	5454.0
2011-03-05	11341103.0	69.0	23.0	42.0	5039.0
2011-03-06	11749033.0	87.0	29.0	23.0	5604.0
2011-03-07	11946369.0	86.0	47.0	44.0	5401.0
2011-03-08	12498628.0	122.0	27.0	34.0	5610.0
2011-03-09	12608656.0	101.0	25.0	37.0	5709.0
2011-03-10	12781898.0	139.0	49.0	88.0	6355.0
2011-03-11	15321713.0	119.0	31.0	58.0	6061.0
2011-03-12	12926989.0	110.0	22.0	68.0	5474.0
2011-03-13	13043916.0	88.0	45.0	36.0	5563.0
2011-03-14	13394345.0	88.0	19.0	40.0	5771.0
2011-03-15	13702815.0	111.0	33.0	42.0	5953.0
2011-03-16	13357987.0	99.0	36.0	71.0	6074.0
2011-03-17	12890800.0	104.0	28.0	51.0	5699.0
2011-03-18	13049178.0	116.0	27.0	55.0	5897.0
2011-03-19	12550087.0	95.0	33.0	53.0	5708.0
2011-03-20	13213228.0	100.0	24.0	65.0	6320.0
2011-03-21	13386634.0	109.0	34.0	34.0	5782.0
2011-03-22	13469925.0	114.0	81.0	52.0	6170.0
2011-03-23	13472259.0	138.0	35.0	44.0	5985.0
2011-03-24	13403042.0	147.0	24.0	44.0	6165.0
2011-03-25	13229323.0	355.0	33.0	28.0	6143.0
2011-03-26	12810906.0	128.0	16.0	26.0	5241.0
2011-03-27	13577298.0	123.0	26.0	48.0	5676.0
2011-03-28	13629920.0	125.0	34.0	55.0	5687.0
2011-03-29	14018844.0	148.0	70.0	69.0	5859.0
2011-03-30	13579443.0	120.0	37.0	68.0	5810.0
2011-03-31	14124670.0	179.0	41.0	59.0	5970.0
2011-04-01	13587753.0	91.0	60.0	49.0	5493.0
2011-04-02	13093340.0	80.0	38.0	73.0	5227.0
2011-04-03	13613518.0	55.0	17.0	72.0	4960.0
2011-04-04	13868444.0	183.0	41.0	47.0	7417.0
2011-04-05	13594778.0	126.0	19.0	57.0	6020.0
2011-04-06	13712386.0	120.0	32.0	34.0	6648.0
2011-04-07	14003659.0	1568.0	28.0	81.0	7530.0
2011-04-08	13460672.0	318.0	35.0	44.0	6413.0
2011-04-09	13110273.0	204.0	41.0	80.0	6737.0
2011-04-10	13675166.0	249.0	36.0	58.0	6038.0
2011-04-11	13892223.0	151.0	32.0	57.0	6094.0
2011-04-12	13679056.0	123.0	24.0	55.0	5743.0
2011-04-13	12607485.0	123.0	22.0	39.0	5302.0
2011-04-14	12481214.0	100.0	26.0	33.0	5265.0
2011-04-15	14105499.0	131.0	23.0	32.0	5772.0
2011-04-16	13632487.0	92.0	29.0	27.0	5606.0
2011-04-17	13836525.0	93.0	36.0	35.0	5894.0
