,Latitude,Longitude,Population
2930515,25.7544444,-80.3275,30690.0
2930518,26.1,-80.4,68254.0
2930519,25.8816667,-80.2422222,9779.0
2930567,26.16,-80.1391667,12888.0
2930573,28.031388899999996,-82.015,9050.0
2930575,28.565,-81.5863889,24774.0
2930576,28.021944399999995,-81.7330556,27938.0
2930577,28.599722200000002,-81.3394444,28530.0
2930578,28.698611100000004,-81.3083333,32658.0
2930592,30.455555600000004,-86.6383333,23302.0
2930603,27.7,-80.9044444,24080.0
2930618,28.233333299999998,-82.1813889,12092.0
2930639,34.0658333,-84.6769444,19852.0
2930672,31.578333299999997,-84.1558333,75794.0
2930708,34.0752778,-84.2941667,34869.0
2930724,32.0722222,-84.2327778,16817.0
2930809,33.7488889,-84.3880556,422908.0
2930824,33.8125,-84.6344444,6945.0
2930850,30.903611100000003,-84.5755556,11714.0
2930979,33.7547222,-84.2675,19149.0
2931270,31.1497222,-81.4916667,16486.0
2931287,34.1205556,-84.0044444,10860.0
2931336,30.877222200000002,-84.20138890000001,9471.0
2931340,34.5025,-84.95111109999999,13707.0
2931386,34.2366667,-84.49083329999999,17850.0
2931421,33.58,-85.0766667,21353.0
2931428,34.165,-84.8,17703.0
2931477,34.053611100000005,-85.255,9726.0
2931489,32.63,-83.6897222,5795.0
2931500,33.89194439999999,-84.29888890000001,8887.0
2931673,33.6533333,-84.4494444,17957.0
2931691,32.4608333,-84.98777779999999,185208.0
2931706,33.6675,-84.01777779999999,12528.0
2931724,31.9633333,-83.7825,11411.0
2931781,33.5966667,-83.86027779999999,14379.0
2931871,33.9236111,-84.8408333,7995.0
2931873,34.769722200000004,-84.97027779999999,31598.0
2931899,31.773333299999997,-84.44666670000001,4991.0
2931910,33.7747222,-84.29638890000001,17458.0
2932001,33.898055600000006,-84.2833333,10065.0
2932013,31.508611100000003,-82.85,10877.0
2932017,33.751388899999995,-84.7477778,31791.0
2932037,33.7802778,-84.3361111,12874.0
2932044,32.5402778,-82.90388890000001,15894.0
2932051,34.0027778,-84.1447222,25213.0
2932060,33.9461111,-84.3347222,35997.0
2932102,33.679444399999994,-84.4394444,35786.0
2932115,33.326666700000004,-83.38861109999999,6988.0
2932233,33.5336111,-82.13083329999999,19779.0
2932254,33.5669444,-84.58111109999999,8205.0
2932297,33.4486111,-84.455,14878.0
2932384,33.6219444,-84.36916670000001,21153.0
2932407,34.9488889,-85.2569444,8463.0
2932410,31.8625,-81.51777779999999,10941.0
2932470,34.2977778,-83.8241667,33297.0
2932480,32.1141667,-81.1541667,10738.0
2932669,33.7033333,-84.3144444,9216.0
2932675,33.2466667,-84.2641667,23820.0
2932933,31.8466667,-81.59611109999999,28066.0
2933136,31.607222200000002,-81.8855556,9582.0
2933196,34.0233333,-84.6155556,28439.0
2933236,30.7997222,-81.69,11410.0
2933370,33.9561111,-83.9880556,29368.0
2933428,33.89,-84.1430556,11347.0
2933450,33.7938889,-84.6605556,2012.0
2933474,33.83888889999999,-83.9008333,9423.0
2933536,33.818611100000005,-84.5825,31476.0
2933541,32.8405556,-83.6325,94273.0
2933580,33.9525,-84.55,61360.0
2933604,33.5172222,-82.0758333,27195.0
2933740,33.08,-83.23222220000001,19682.0
2933783,33.7947222,-83.7133333,12189.0
2933826,31.1797222,-83.7891667,14644.0
2933848,34.0808333,-84.4113889,496.0
2933934,33.3805556,-84.7997222,23409.0
2933961,33.9411111,-84.2136111,9717.0
2933971,33.865,-84.3366667,44493.0
2933978,33.7902778,-84.3061111,15765.0
2933979,33.8166667,-84.3133333,21320.0
2934195,33.707222200000004,-84.2719444,12675.0
2934246,33.396666700000004,-84.5958333,34215.0
2934283,32.4580556,-83.7316667,11234.0
2934425,32.1152778,-81.24722220000001,10175.0
2934455,33.859444399999994,-84.68388890000001,14616.0
2934561,33.7452778,-84.1316667,39044.0
2934607,31.938055600000006,-81.3036111,9414.0
2934629,32.2958333,-81.2355556,6521.0
2934663,33.5725,-84.4133333,16090.0
2934745,34.256944399999995,-85.1647222,35452.0
2934766,34.023055600000006,-84.3616667,77218.0
2934821,30.7302778,-81.5466667,17040.0
2934824,31.135,-81.39027779999999,13915.0
2934858,33.9241667,-84.37861109999999,94717.0
2934882,32.0833333,-81.1,126119.0
2935061,33.883888899999995,-84.5144444,46561.0
2935064,33.8572222,-84.02,18687.0
2935179,32.4486111,-81.7833333,24558.0
2935214,33.5441667,-84.23388890000001,12379.0
2935257,34.1063889,-84.03361109999999,15348.0
2935305,34.0513889,-84.0713889,11434.0
2935440,32.8880556,-84.3266667,9264.0
2935441,30.836388899999996,-83.97888890000002,18528.0
2935463,31.4502778,-83.5086111,15902.0
2935487,34.5772222,-83.3325,9178.0
2935535,33.8544444,-84.21722220000001,26597.0
2935585,33.58694439999999,-84.5425,14196.0
2935604,30.8325,-83.27861109999999,45661.0
2935646,32.2175,-82.4136111,10743.0
2935651,33.731944399999996,-84.9191667,11328.0
2935704,32.6208333,-83.6,57764.0
2935737,31.2133333,-82.35416670000001,15067.0
2935905,32.0033333,-80.9738889,15702.0
2935914,33.9925,-83.72027779999999,12643.0
2935993,34.101388899999996,-84.5194444,18902.0
2936198,21.444722199999998,-157.83777780000003,8731.0
2936199,21.382222199999998,-157.9336111,9251.0
2936226,21.3155556,-158.00722219999997,15100.0
2936276,19.729722199999998,-155.09,43050.0
2936286,21.3069444,-157.8583333,384241.0
2936317,20.894722199999997,-156.47,22315.0
2936318,21.402222199999997,-157.73944440000002,37079.0
2936342,21.418055600000002,-157.8036111,35424.0
2936345,22.0783333,-159.3219444,10365.0
2936402,20.785,-156.4655556,20707.0
2936434,20.8783333,-156.6825,9319.0
2936459,21.4694444,-158.2175,7794.0
2936462,21.346944399999998,-158.08583330000002,15383.0
2936479,21.45,-158.0011111,28812.0
2936495,21.390555600000003,-158.15472219999998,11675.0
2936539,21.397222199999998,-157.9733333,31572.0
2936612,21.5027778,-158.0236111,15906.0
2936621,21.444722199999998,-158.19,11668.0
2936639,20.8911111,-156.50472219999997,13391.0
2936642,21.4047222,-157.9433333,29662.0
2936652,21.3866667,-158.00916669999998,34588.0
2936688,43.4697222,-111.96583329999999,10530.0
2936767,43.1905556,-112.34416670000002,10810.0
2936813,42.5358333,-113.79194440000002,9247.0
2936824,43.66305560000001,-116.6863889,34330.0
2936873,42.9208333,-112.4652778,10455.0
2936990,43.695555600000006,-116.35305559999999,18351.0
2937023,43.873611100000005,-116.49833329999998,6239.0
2937087,43.6222222,-116.2372222,11366.0
2937155,43.519722200000004,-114.31444440000001,7922.0
2937183,47.7661111,-116.78555559999998,11481.0
2937230,43.466666700000005,-112.03333329999998,52175.0
2937252,42.724166700000005,-114.51777779999999,8287.0
2937295,43.491944399999994,-116.41916670000002,11410.0
2937329,46.4166667,-117.01666670000002,31422.0
2937398,43.6122222,-116.39055559999998,45803.0
2937430,46.7325,-116.99916670000002,21865.0
2937434,43.133055600000006,-115.69027779999999,11287.0
2937449,43.540833299999996,-116.5625,73064.0
2937520,44.0783333,-116.9327778,7525.0
2937553,42.8713889,-112.4447222,50656.0
2937560,47.71805560000001,-116.95055559999999,22287.0
2937566,42.096388899999994,-111.87583329999998,4957.0
2937580,47.8125,-116.89555559999998,5725.0
2937591,43.826111100000006,-111.7888889,29439.0
2937634,42.6191667,-113.67638889999999,5216.0
2937651,48.2766667,-116.5522222,7785.0
2937795,42.563055600000006,-114.46,38602.0
2937837,44.2511111,-116.96833329999998,5396.0
2937883,41.9316667,-87.9888889,37394.0
2937909,42.165555600000005,-88.2941667,30394.0
2937928,41.6688889,-87.73861109999999,19302.0
2937934,38.890555600000006,-90.1841667,29251.0
2937956,42.4772222,-88.0955556,11802.0
2937971,42.088333299999995,-87.9805556,74995.0
2938001,41.7605556,-88.32,174276.0
2938041,42.1538889,-88.1361111,10157.0
2938049,41.995,-88.1855556,38269.0
2938052,41.85,-88.3125,28175.0
2938064,42.4222222,-87.85722220000001,12382.0
2938092,38.52,-89.98388890000001,40919.0
2938097,41.8813889,-87.88305559999999,19751.0
2938101,42.2638889,-88.8441667,24547.0
2938107,41.955,-87.94,20496.0
2938122,41.85055560000001,-87.79361109999999,51376.0
2938124,38.9091667,-90.0405556,9727.0
2938168,41.9575,-88.0808333,21747.0
2938169,40.4841667,-88.9936111,70706.0
2938171,41.6572222,-87.68,22923.0
2938189,41.6986111,-88.06833329999999,73220.0
2938205,41.1416667,-87.875,16495.0
2938219,41.14194439999999,-87.86111109999999,13748.0
2938232,41.75,-87.8041667,15126.0
2938247,41.8238889,-87.8516667,18908.0
2938281,42.15138889999999,-87.9597222,43281.0
2938292,41.7338889,-87.7794444,28020.0
2938305,41.7488889,-87.9183333,10938.0
2938327,38.5708333,-90.19,15761.0
2938334,41.61555560000001,-87.5294444,38388.0
2938354,40.5580556,-90.035,14802.0
2938361,37.7272222,-89.2166667,24502.0
2938371,41.9125,-88.13472220000001,39839.0
2938373,42.1211111,-88.2577778,36834.0
2938381,42.21194439999999,-88.2380556,20315.0
2938408,38.525,-89.1333333,13426.0
2938416,40.1163889,-88.2433333,75670.0
2938420,41.429444399999994,-88.2286111,11994.0
2938424,39.4961111,-88.17611109999999,19399.0
2938427,39.6761111,-89.7044444,9837.0
2938450,41.85,-87.65,2841952.0
2938451,41.506111100000005,-87.6355556,31806.0
2938452,41.7013889,-87.7791667,13687.0
2938468,41.845555600000004,-87.7538889,81184.0
2938529,38.6702778,-89.9844444,25491.0
2938575,41.5680556,-87.72027779999999,16350.0
2938601,41.5547222,-88.09861109999999,16776.0
2938603,41.66111110000001,-87.7525,11296.0
2938615,42.241111100000005,-88.31611109999999,41188.0
2938646,40.124444399999994,-87.63,32587.0
2938649,41.7519444,-87.9738889,22677.0
2938662,41.929444399999994,-88.75027779999999,43383.0
2938664,39.8402778,-88.9547222,77868.0
2938671,42.171111100000005,-87.8444444,19618.0
2938694,42.033333299999995,-87.8833333,54067.0
2938720,41.83888889999999,-89.4794444,14869.0
2938726,41.6388889,-87.60722220000001,24779.0
2938742,41.8088889,-88.0111111,49504.0
2938800,41.5008333,-90.4441667,21058.0
2938803,40.6661111,-89.58,22352.0
2938804,38.624444399999994,-90.1508333,29773.0
2938827,38.8113889,-89.9530556,24551.0
2938828,39.12,-88.5433333,12616.0
2938852,42.0372222,-88.28111109999999,98586.0
2938857,42.0038889,-87.97027779999999,34261.0
2938869,41.89944439999999,-87.94027779999999,45060.0
2938874,41.921111100000005,-87.8091667,24418.0
2938916,42.0411111,-87.69,75311.0
2938920,41.720555600000004,-87.7016667,20139.0
2938943,38.58888889999999,-89.99027779999999,15362.0
2938999,41.542777799999996,-87.68472220000001,9462.0
2939011,41.8794444,-87.81361109999999,15171.0
2939033,42.396666700000004,-88.1836111,10486.0
2939043,41.4958333,-87.84861109999999,15611.0
2939048,41.9352778,-87.8655556,18728.0
2939058,42.2966667,-89.6211111,25619.0
2939083,40.9477778,-90.3711111,32094.0
2939113,41.8875,-88.3052778,23974.0
2939146,38.7483333,-89.9830556,11567.0
2939148,41.8775,-88.0669444,27276.0
2939154,41.910277799999996,-88.07166670000001,33047.0
2939156,42.0697222,-87.78777779999999,46539.0
2939160,38.955555600000004,-90.1866667,16844.0
2939176,41.6291667,-87.9308333,18569.0
2939197,38.7013889,-90.1486111,30732.0
2939207,42.34444439999999,-88.04166670000001,22768.0
2939249,42.3702778,-87.9019444,31346.0
2939279,41.999444399999994,-88.145,37083.0
2939294,37.7383333,-88.5405556,9594.0
2939304,42.4222222,-88.61361109999999,8996.0
2939307,41.61,-87.6466667,28812.0
2939317,41.5716667,-87.6944444,14606.0
2939349,37.80305560000001,-89.0275,11472.0
2939361,41.72555560000001,-87.825,13601.0
2939374,42.1816667,-87.80027779999999,31403.0
2939394,41.8008333,-87.9369444,18229.0
2939400,42.042777799999996,-88.0797222,50541.0
2939420,41.5572222,-87.6655556,19082.0
2939464,42.1680556,-88.4280556,16700.0
2939520,39.7338889,-90.22888890000002,19479.0
2939544,41.525,-88.0816667,134957.0
2939558,41.7444444,-87.8377778,12691.0
2939565,41.12,-87.86111109999999,26623.0
2939608,41.2455556,-89.9247222,12574.0
2939653,41.805,-87.86916670000001,15717.0
2939654,41.8347222,-87.8616667,12840.0
2939661,41.3333333,-89.0916667,9480.0
2939676,42.2586111,-87.8405556,21014.0
2939683,42.19694439999999,-88.0933333,19903.0
2939684,42.1816667,-88.33027779999999,28541.0
2939701,41.5647222,-87.5388889,27667.0
2939736,41.6736111,-88.0016667,15042.0
2939753,42.283055600000004,-87.9530556,21236.0
2939764,40.1483333,-89.3647222,14899.0
2939769,42.0044444,-87.73,12148.0
2939771,42.4105556,-88.0261111,15038.0
2939778,41.8011111,-88.07472220000001,21665.0
2939793,41.5894444,-88.0577778,22146.0
2939800,41.88,-88.0077778,42836.0
2939827,42.32,-89.0580556,22650.0
2939844,41.8133333,-87.8180556,10667.0
2939847,42.3472222,-89.0388889,21494.0
2939851,40.459166700000004,-90.6716667,19234.0
2939895,37.7305556,-88.9330556,17265.0
2939898,41.593611100000004,-87.6947222,12392.0
2939925,41.5038889,-87.7130556,15209.0
2939928,39.48305560000001,-88.3727778,17711.0
2939938,41.8791667,-87.8430556,25872.0
2939975,41.900555600000004,-87.8566667,23054.0
2940009,41.6252778,-87.7175,14125.0
2940054,41.5261111,-87.8891667,19210.0
2940055,41.506666700000004,-90.515,42668.0
2940060,40.9113889,-90.6472222,9443.0
2940081,41.3572222,-88.42111109999999,12582.0
2940088,40.612777799999996,-89.4591667,15483.0
2940089,42.040555600000005,-87.7825,22968.0
2940105,42.0663889,-87.93722220000001,55303.0
2940108,38.316,-88.9106,16505.0
2940119,42.2630556,-88.0038889,33012.0
2940129,41.7858333,-88.1472222,143850.0
2940170,41.5119444,-87.9655556,24315.0
2940193,42.01888889999999,-87.80277779999999,29765.0
2940201,40.514166700000004,-88.9905556,51331.0
2940204,41.963333299999995,-87.82722220000001,14157.0
2940208,41.8061111,-88.32722220000001,14447.0
2940210,42.3255556,-87.84111109999999,37301.0
2940231,42.1275,-87.82888890000001,34322.0
2940234,41.9172222,-87.8955556,11497.0
2940246,41.6027778,-87.7438889,28122.0
2940250,41.7108333,-87.75805559999999,54767.0
2940251,41.885,-87.7844444,49509.0
2940334,41.6302778,-87.85388890000002,55741.0
2940344,41.6827778,-88.3513889,21547.0
2940345,41.345555600000004,-88.8425,18897.0
2940357,42.1102778,-88.0341667,67828.0
2940367,41.6680556,-87.79638890000001,12821.0
2940368,41.6966667,-87.8169444,17501.0
2940380,41.4913889,-87.6744444,23401.0
2940381,42.0111111,-87.8405556,37034.0
2940411,40.5675,-89.6405556,32743.0
2940417,40.693611100000005,-89.58888890000001,113004.0
2940426,41.3275,-89.1288889,9829.0
2940462,41.6269444,-88.20388890000001,26488.0
2940489,40.8808333,-88.6297222,10982.0
2940532,42.0952778,-87.9375,16562.0
2940546,39.9355556,-91.4097222,39731.0
2940562,40.3083333,-88.1558333,12991.0
2940609,41.484444399999994,-87.7033333,13049.0
2940637,41.8977778,-87.81388890000001,11238.0
2940638,41.9258333,-87.8358333,10278.0
2940639,41.6333333,-87.63305559999999,14493.0
2940655,41.923888899999994,-89.0686111,9686.0
2940660,41.7797222,-89.68888890000001,9374.0
2940662,41.50944439999999,-90.57861109999999,38383.0
2940668,42.271111100000006,-89.09388890000001,152765.0
2940679,42.084166700000004,-88.0130556,24003.0
2940684,41.6475,-88.0894444,41420.0
2940696,41.9847222,-88.0797222,23119.0
2940708,42.3716667,-88.09,29011.0
2940748,41.9141667,-88.3086111,34485.0
2940793,41.4883333,-87.5675,10591.0
2940806,42.033333299999995,-88.08333329999999,73451.0
2940809,41.9558333,-87.8708333,11471.0
2940876,38.5613889,-89.8972222,10671.0
2940887,41.52,-88.2016667,11827.0
2940905,42.033333299999995,-87.7333333,64227.0
2940936,41.9941667,-88.29222220000001,22341.0
2940942,41.6008333,-87.6069444,21937.0
2940977,39.8016667,-89.64361109999999,115975.0
2940999,41.47,-87.63638890000001,10209.0
2941000,41.788611100000004,-89.6961111,15106.0
2941030,42.025555600000004,-88.17833329999999,37625.0
2941031,41.1208333,-88.8352778,13960.0
2941048,41.78805560000001,-87.8102778,10312.0
2941068,38.533888899999994,-89.9888889,12058.0
2941074,41.9888889,-88.6866667,14145.0
2941097,39.548888899999994,-89.2944444,11197.0
2941138,41.5733333,-87.7844444,57244.0
2941212,40.110555600000005,-88.2072222,39511.0
2941248,42.21944439999999,-87.9794444,23510.0
2941255,41.8897222,-87.9888889,22868.0
2941300,41.8177778,-88.1733333,13179.0
2941307,40.7036111,-89.4072222,12294.0
2941312,38.3358333,-90.14972220000001,9315.0
2941319,42.258888899999995,-88.1391667,10269.0
2941320,42.3636111,-87.8447222,92695.0
2941350,41.8847222,-88.20388890000001,26014.0
2941376,41.85055560000001,-87.8819444,16434.0
2941377,41.8097222,-87.9005556,12446.0
2941381,41.7958333,-87.97555559999999,24552.0
2941390,41.866111100000005,-88.1069444,54545.0
2941392,42.139166700000004,-87.9288889,35815.0
2941430,42.0722222,-87.72277779999999,26871.0
2941441,41.8616667,-88.1608333,9802.0
2941448,42.10805560000001,-87.7358333,12284.0
2941462,41.963333299999995,-87.97888890000002,13316.0
2941463,38.8611111,-90.0975,10971.0
2941477,41.7469444,-88.05027779999999,34500.0
2941483,42.3147222,-88.4486111,21769.0
2941491,41.6897222,-87.79722220000001,10741.0
2941524,42.4461111,-87.83277779999999,24316.0
2941581,40.105277799999996,-85.6802778,57496.0
2941585,41.6347222,-84.9994444,7932.0
2941632,41.366944399999994,-85.05888890000001,12870.0
2941704,38.8611111,-86.4872222,13289.0
2941707,39.7219444,-86.09,14169.0
2941774,39.1652778,-86.52638890000001,71253.0
2941784,40.7386111,-85.1716667,9463.0
2941866,39.8433333,-86.3977778,18528.0
2941949,39.978333299999996,-86.1180556,47219.0
2941972,41.3647222,-87.44111109999999,9672.0
2942007,41.610555600000005,-87.0641667,11563.0
2942030,38.2966667,-85.76,21114.0
2942080,39.2013889,-85.92138890000001,39395.0
2942085,39.6411111,-85.14111109999999,14436.0
2942128,40.0411111,-86.8744444,15066.0
2942151,41.4169444,-87.36527779999999,21914.0
2942196,40.830555600000004,-84.9291667,9444.0
2942285,41.4941667,-87.5216667,15143.0
2942294,41.639166700000004,-87.4547222,30662.0
2942344,41.6819444,-85.9766667,51400.0
2942361,40.2769444,-85.8419444,9051.0
2942387,37.9747222,-87.5558333,115474.0
2942436,39.955555600000004,-86.01388890000001,54829.0
2942471,41.1305556,-85.1288889,229715.0
2942489,40.279444399999996,-86.5108333,16315.0
2942490,39.4805556,-86.055,21653.0
2942526,41.5933333,-87.34638890000001,97966.0
2942578,41.582222200000004,-85.8344444,30045.0
2942591,41.7533333,-86.1108333,32749.0
2942610,39.6444444,-86.8647222,10092.0
2942613,39.785,-85.7694444,16257.0
2942618,39.3372222,-85.48361109999999,10601.0
2942621,39.6136111,-86.1066667,41244.0
2942624,41.5283333,-87.42361109999999,16684.0
2942651,41.5833333,-87.5,78883.0
2942764,41.5322222,-87.255,28008.0
2942815,40.883055600000006,-85.4975,16932.0
2942842,39.7683333,-86.1580556,773283.0
2942870,38.391388899999995,-86.9311111,13850.0
2942874,38.2775,-85.7372222,28465.0
2942906,41.4413889,-85.265,9629.0
2942953,40.486388899999994,-86.1336111,46227.0
2942973,40.4166667,-86.87527779999999,62231.0
2942987,41.575,-87.2388889,13667.0
2943025,39.8386111,-86.0252778,41821.0
2943035,40.048333299999996,-86.4691667,14583.0
2943108,40.7544444,-86.3566667,19064.0
2943151,38.735833299999996,-85.38,12435.0
2943187,40.5583333,-85.6591667,30201.0
2943202,39.4277778,-86.42833329999999,11617.0
2943256,41.4827778,-87.33277779999999,31168.0
2943267,41.7075,-86.895,31903.0
2943305,41.661944399999996,-86.15861109999999,49055.0
2943341,39.612777799999996,-86.3741667,11417.0
2943381,40.1933333,-85.38638890000001,65327.0
2943382,41.5644444,-87.5125,22586.0
2943403,38.2855556,-85.8241667,36138.0
2943414,39.9288889,-85.3702778,18812.0
2943427,41.070555600000006,-85.0144444,13843.0
2943476,40.04555560000001,-86.0086111,35840.0
2943506,39.006111100000005,-85.62361109999999,6324.0
2943663,40.7536111,-86.0688889,12841.0
2943701,39.7041667,-86.39944440000001,23135.0
2943722,41.343611100000004,-86.30972220000001,11024.0
2943737,41.5758333,-87.17611109999999,35787.0
2943842,39.828888899999995,-84.89027779999999,37631.0
2943949,41.45,-87.47,10391.0
2943998,41.478888899999994,-87.4547222,27157.0
2944026,38.959166700000004,-85.89027779999999,18730.0
2944048,39.5213889,-85.7769444,17815.0
2944105,41.6833333,-86.25,103760.0
2944136,39.8022222,-86.2672222,12642.0
2944292,39.466666700000005,-87.4138889,57063.0
2944388,41.4730556,-87.06111109999999,28787.0
2944415,38.6772222,-87.52861109999999,18257.0
2944423,40.7977778,-85.82055559999999,11124.0
2944457,41.2380556,-85.8530556,13003.0
2944458,38.6591667,-87.17277779999999,11271.0
2944507,40.4258333,-86.9080556,30950.0
2944525,40.042777799999996,-86.1275,12570.0
2944651,39.9508333,-86.2619444,11170.0
2944689,41.6441667,-93.4644444,12115.0
2944694,42.0347222,-93.61972220000001,56606.0
2944704,41.7297222,-93.6055556,33916.0
2944815,41.52444439999999,-90.5155556,31421.0
2944853,42.0597222,-93.88,12802.0
2944912,40.8075,-91.11277779999999,25608.0
2944953,42.0658333,-94.8666667,9941.0
2944971,42.5277778,-92.4452778,36258.0
2944974,42.0083333,-91.64388890000001,122945.0
2945025,41.84444439999999,-90.18861109999999,27294.0
2945029,41.603055600000005,-93.7238889,14092.0
2945068,41.6763889,-91.58027779999999,17645.0
2945084,41.2619444,-95.8608333,58764.0
2945127,41.523611100000004,-90.5775,96930.0
2945157,41.60055560000001,-93.60888890000001,193180.0
2945193,42.500555600000006,-90.66444440000001,57185.0
2945294,41.0086111,-91.9625,9442.0
2945341,42.4975,-94.1677778,26879.0
2945342,40.6297222,-91.315,10733.0
2945456,41.743055600000005,-92.7222222,9312.0
2945589,41.35805560000001,-93.55722220000001,13353.0
2945595,41.66111110000001,-91.53,64170.0
2945622,41.673055600000005,-93.6975,12547.0
2945649,40.3972222,-91.38472220000001,10645.0
2945732,42.7941667,-96.1652778,9256.0
2945737,43.4216667,-94.1619444,15212.0
2945856,42.0341667,-91.5975,30785.0
2945862,42.0494444,-92.90777779999999,25554.0
2945870,43.153611100000006,-93.2008333,27802.0
2946003,41.4244444,-91.0430556,22529.0
2946043,41.699722200000004,-93.04777779999999,16028.0
2946124,41.2963889,-92.6441667,11104.0
2946137,41.0041667,-92.37361109999999,24593.0
2946176,41.408055600000004,-92.9161111,10058.0
2946455,42.5,-96.4,83248.0
2946482,43.141388899999995,-95.1441667,11203.0
2946519,42.6411111,-95.2094444,9835.0
2946626,41.6266667,-93.71194440000001,33528.0
2946694,42.4927778,-92.3427778,65836.0
2946706,42.7258333,-92.47527779999999,9106.0
2946725,41.5772222,-93.7111111,55279.0
2946861,37.71388889999999,-97.1361111,9201.0
2946877,37.061944399999994,-97.03805559999999,11464.0
2946891,39.563055600000006,-95.12138890000001,10068.0
2947081,37.6791667,-95.4569444,8864.0
2947124,37.0372222,-95.6161111,10150.0
2947201,37.54555560000001,-97.26861109999999,19843.0
2947211,37.7527778,-100.0166667,25932.0
2947251,37.8172222,-96.8619444,12669.0
2947276,38.4038889,-96.1813889,26545.0
2947350,37.9716667,-100.87222220000001,26425.0
2947352,38.8108333,-94.9269444,13511.0
2947399,38.3644444,-98.7644444,14654.0
2947458,38.8791667,-99.32638890000001,19883.0
2947459,37.5644444,-97.35194440000001,10012.0
2947525,38.0608333,-97.92944440000001,40596.0
2947529,37.224166700000005,-95.7080556,9129.0
2947553,39.028611100000006,-96.83111109999999,17215.0
2947562,39.1141667,-94.6272222,442028.0
2947625,39.248611100000005,-94.9,10846.0
2947633,38.9716667,-95.235,83314.0
2947640,39.311111100000005,-94.92222220000001,34880.0
2947641,38.966666700000005,-94.6166667,29978.0
2947647,38.9536111,-94.7333333,43331.0
2947659,37.0430556,-100.9205556,20182.0
2947712,39.1836111,-96.5713889,45629.0
2947758,39.023611100000004,-94.69333329999999,10759.0
2947786,39.0277778,-94.6555556,9485.0
2947856,38.0466667,-97.3447222,18113.0
2947890,38.8813889,-94.8188889,113647.0
2947912,38.61555560000001,-95.2675,12118.0
2947917,38.9822222,-94.6705556,166010.0
2947934,37.3402778,-95.2608333,11227.0
2947967,37.4108333,-94.7047222,19476.0
2947989,38.9916667,-94.6333333,21564.0
2948102,38.8402778,-97.61111109999999,45723.0
2948143,39.0416667,-94.72,57561.0
2948256,39.048333299999996,-95.67777779999999,121570.0
2948376,37.6922222,-97.33722220000001,355244.0
2948396,37.2397222,-96.9952778,11754.0
2948533,38.478333299999996,-82.6380556,21209.0
2948600,37.8091667,-85.4669444,10576.0
2948701,37.568611100000005,-84.29638890000001,12079.0
2948850,36.9902778,-86.4436111,51558.0
2949012,37.3433333,-85.3419444,10821.0
2949274,39.083611100000006,-84.5086111,42153.0
2949374,37.6455556,-84.7722222,15164.0
2949573,39.0186111,-84.5819444,9043.0
2949592,37.6938889,-85.8591667,23636.0
2949647,39.0166667,-84.6008333,16895.0
2949728,38.1597222,-85.5877778,18409.0
2949780,38.9988889,-84.6266667,25487.0
2949806,39.075,-84.44722220000001,15654.0
2949823,38.2008333,-84.8733333,27051.0
2949910,38.2097222,-84.55888890000001,20347.0
2949934,36.9958333,-85.9119444,13972.0
2950188,37.836111100000004,-87.59,27495.0
2950234,38.1427778,-85.6241667,15167.0
2950303,36.86555560000001,-87.48861109999999,27656.0
2950361,38.9430556,-84.5441667,18596.0
2950404,38.194166700000004,-85.5644444,26464.0
2950593,38.0372222,-84.8966667,9437.0
2950645,38.0497222,-84.45861109999998,272079.0
2950744,38.2541667,-85.7594444,243639.0
2950769,38.256666700000004,-85.6016667,10376.0
2950782,37.328055600000006,-87.49888890000001,19423.0
2950859,36.7416667,-88.6366667,10153.0
2951063,36.6102778,-88.3147222,15626.0
2951123,38.16,-85.6597222,19967.0
2951128,39.0913889,-84.4958333,15674.0
2951133,37.8805556,-84.5730556,24004.0
2951203,38.1411111,-85.68777779999999,17134.0
2951262,37.7741667,-87.1133333,54478.0
2951271,37.0833333,-88.6,25306.0
2951286,38.2097222,-84.2530556,9332.0
2951527,37.8402778,-85.9491667,21783.0
2951593,37.7477778,-84.29472220000001,30697.0
2951733,38.2527778,-85.6558333,17503.0
2951837,38.21194439999999,-85.22361109999999,10596.0
2951851,38.2,-85.8227778,15426.0
2951931,37.091944399999996,-84.60416670000001,12142.0
2952281,38.1111111,-85.8702778,22756.0
2952521,37.99,-84.1797222,16201.0
2952627,29.974444399999996,-92.13416670000001,11558.0
2952652,31.311111100000005,-92.445,45187.0
2952757,30.588055600000004,-91.1680556,13396.0
2952789,32.756111100000005,-91.87222220000001,12725.0
2952793,30.450555600000005,-91.1544444,223349.0
2952923,30.7908333,-89.84861109999999,12695.0
2952953,32.5158333,-93.7319444,59580.0
2953143,29.9425,-89.9633333,31698.0
2953321,30.213888899999997,-92.3744444,13797.0
2953390,30.4866667,-90.95611109999999,9405.0
2953543,29.845555600000004,-90.1066667,16553.0
2953548,30.4941667,-92.4175,11788.0
2953817,29.914444399999997,-90.0538889,17106.0
2953854,30.504166700000003,-90.4611111,17812.0
2953862,29.9402778,-90.2030556,9746.0
2953876,29.9033333,-90.07722220000001,22383.0
2953974,29.595555600000004,-90.7194444,31800.0
2954048,29.9658333,-90.1530556,10604.0
2954053,30.2222222,-92.6569444,10547.0
2954095,29.993888899999998,-90.2416667,69721.0
2954148,30.223888899999995,-92.0197222,112197.0
2954159,30.226388899999996,-93.21722220000001,70309.0
2954187,30.066388899999996,-90.48,29064.0
